shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
8__171____1_a._IT_2,40.5397984187634,-3.63642962245655,1000001,0
8__171____1_a._IT_2,40.5397682673484,-3.6364603002267,1000002,0.004236939699
8__171____1_a._IT_2,40.5397363457482,-3.63648262558526,1000003,0.012490171784
8__171____1_a._IT_2,40.5397010023928,-3.63647914528744,1000004,0.024677733425
8__171____1_a._IT_2,40.5396494019903,-3.63646823945537,1000005,0.042667158577
8__171____1_a._IT_2,40.5395974951675,-3.6364539204488,1000006,0.066544699833
8__171____1_a._IT_2,40.5395540381616,-3.63642611821111,1000007,0.095790098091
8__171____1_a._IT_2,40.5395132471549,-3.63640905979127,1000008,0.129788351123
8__171____1_a._IT_2,40.5394678353993,-3.63640624827176,1000009,0.168833136543
8__171____1_a._IT_2,40.5392705035936,-3.63640324015637,1000010,0.229784134952
8__171____1_a._IT_2,40.5386633289271,-3.63640749248287,1000011,0.358135251818
8__171____1_a._IT_2,40.5380890043288,-3.63640157350423,1000012,0.550240981868
8__171____1_a._IT_2,40.5380213994099,-3.63640281245542,1000013,0.749851898462
8__171____1_a._IT_2,40.5379967788518,-3.63640268574841,1000014,0.952195829874
8__171____1_a._IT_2,40.5379737964644,-3.63640314842211,1000015,1.157091211541
8__171____1_a._IT_2,40.5379509138499,-3.63640528762333,1000016,1.36453311985
8__171____1_a._IT_2,40.5379131488839,-3.63640753396509,1000017,1.576171425258
8__171____1_a._IT_2,40.5378901936602,-3.63641287839956,1000018,1.790397750767
8__171____1_a._IT_2,40.5378647628691,-3.63641379377019,1000019,2.007448073744
8__171____1_a._IT_2,40.5378420830777,-3.63641869091362,1000020,2.227049888963
8__171____1_a._IT_2,40.5378156650403,-3.63643005071796,1000021,2.449738001719
8__171____1_a._IT_2,40.5377932458744,-3.63643669792846,1000022,2.674977620905
8__171____1_a._IT_2,40.537770985887,-3.63644421336056,1000023,2.902768856084
8__171____1_a._IT_2,40.537748905856,-3.63645258658275,1000024,3.133111595894
8__171____1_a._IT_2,40.5377270238304,-3.63646181186096,1000025,3.36600589686
8__171____1_a._IT_2,40.5377001703962,-3.63647583615231,1000026,3.602108957317
8__171____1_a._IT_2,40.5376711880781,-3.63650508460783,1000027,3.842272298637
8__171____1_a._IT_2,40.5374883501098,-3.63669526918435,1000028,4.108345976674
8__171____1_a._IT_2,40.5373484582704,-3.6368558290784,1000029,4.395060343463
8__171____1_a._IT_2,40.5372839069757,-3.63694424486051,1000030,4.692138745456
8__171____1_a._IT_2,40.5372477341129,-3.63701426188482,1000031,4.996378493393
8__171____1_a._IT_2,40.5372261419908,-3.63709507728143,1000032,5.307870042984
8__171____1_a._IT_2,40.5372258567426,-3.63714680692662,1000033,5.623742692575
8__171____1_a._IT_2,40.5372256834898,-3.63717822420501,1000034,5.942276142166
8__171____1_a._IT_2,40.5372415140151,-3.63725726275657,1000035,6.267730185385
